type,id,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,email,name,opening_hours,operator,phone,service:bicycle:ebike,service:bicycle:parts,service:bicycle:repair,shop,website,id_prop,created_by,service:bicycle:retail,service:bicycle:second_hand,addr:country,service:bicycle:bike,service:bicycle:cleaning,service:bicycle:clothing,service:bicycle:dealer,service:bicycle:mtb,service:bicycle:service,service:bicycle:tools,image,payment:credit_cards,payment:debit_cards,service:bicycle:pump,wheelchair,amenity,check_date:opening_hours,contact:email,fax,level,service:bicycle:rental,addr:housename,addr:housenumber:old,addr:street:old,designation,source,addr:place,service:bicycle:diy,contact:fax,contact:phone,addr:floor,payment:cash,check_date:currency:XBT,currency:XBT,description,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:bicycle,service:bicycle:chain_tool,service:bicycle:sales,contact:website,check_date:service:bicycle:retail,addr:suburb,commons,repair,atm,vending,vending_machine,payment:mastercard,alt_name,brand,brand:wikidata,brand:wikipedia,note,payment:american_express,payment:diners_club,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:unionpay,payment:visa,bicycle,information,map_size,map_type,mtb,tourism,entrance,ele,at_bev:addr_date,mobile,start_date,compressed_air,contact:facebook,contact:instagram,contact:mobile,contact:name,payment:contactless,phone:mobile,check_date:service:bicycle:pump,service,payment:cards,payment:coins,payment:notes,identity,provides,source:date,toilets:wheelchair,fixme,service:bicycle:sportswear,advertising,cafe,old_name,poster,barrier,nobrand,payment:app,payment:apple_pay,addr:unit,payment:account_cards,opening_hours:signed,step_count,addr:door,payment:v_pay,service:bicycle:bicycle_sales_and_service,UID,opening_hours:url,service:bicycle:cargobike,not:brand:wikidata,ref:vatin,internet_access,second_hand,parts,official_name,service:bicycle:rental:electric_mtb,service:bicycle:rental:mtb,service:bicycle:rims,service:bicycle:wheels,service:bicycle:emtb,service:bicycle:screwdriver,currency:EUR,payment:girocard,payment:visa_debit,service:bicycle:chaintool,service:bicycle:service_case,service:bicycle:stand,service:bicycle:suspension,service:bicycle:suspension_service,service:bicycle:wash,stroller,operator:wikidata,service:bicycle:charging,bicycle:rental,alt_name:de,payment:credit_card,trade,bicycle:type,addr:hamlet,url,building:levels,addr:flats,air_conditioning,service:bicycle:spare_parts,toilets,rental,internet_access:fee,fee,contact:whatsapp,internet,payment:paypal,service:bicycle:tuning,sport,branch,check_date:service:bicycle:repair,toilets:access,toilets:fee,toilets:gender_segregated,access,opening_date,service:bicycle:accessories,instagram,capacity,operator:type,bicycle_rental,payment:qr_code,changing_table,dog,handwashing:soap,toilets:handwashing,toilets:paper_supplied,toilets:position,geometry
Feature,node/5511939981,Horn,3,3580,Bahnstraße,,,Bike Altmann,,,,,,,bicycle,https://www.bikealtmann.at/,node/5511939981,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 664 498 32 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6626067,48.6656179]}"
Feature,node/5518238471,Dornbirn,2a,6850,Batloggstraße,,,2rad Schertler,"Mo-Fr 08:00-12:00,14:00-18:00; Sa 08:00-12:00",,,,,,bicycle,https://2radschertler.at/,node/5518238471,,,,AT,,,,,,,,,,,,,,2025-07-17,info@2radschertler.at,,,,,,,,Survey 03.2018,,,,+43 5572 28382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATU36171307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.7445071,47.4174342]}"
Feature,node/5532567944,,,,,,,Bikecenter Schager e.U.,"08:30-12:30,15:30-20:00",,,,,yes,bicycle,,node/5532567944,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6513266,46.9465663]}"
Feature,node/5534133900,Wien,152,1160,Thaliastraße,,info@pedalus.at,Pedalus,Mo-Fr 09:00-18:00,Roland Garber,+43 650 3 555 555,,,yes,bicycle,https://www.pedalus.at/,node/5534133900,,yes,,AT,,,,,,,,,,,no,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.308191,48.2133265]}"
Feature,node/5556876603,Wien,38,1100,Sonnwendgasse,,,Lemon Bike,Mo-Fr 10:00-18:00,,,,,,bicycle,,node/5556876603,,,,AT,,,,,,,,,,,,,,2025-03-12,,,,,,,,,,,,,+4369918080606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3796892,48.1783925]}"
Feature,node/5557299095,,,,,,,Bikepalast,Mo-Fr 09:00-18:00; We 15:00-20:00; Sa 09:00-12:00,,,,,,bicycle,,node/5557299095,,,,,,,,,,,,,,,,,,,woergl@bikepalast.com,,,,,,,,,,,,+43 5332 22830,,,,,,,,,,,,,http://web.bikepalast.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.0743863,47.4896635]}"
Feature,node/5582369121,,,,,,info@oemobil.at,oemobil,"Tu 11:00-20:00, Th 11:00-20:00",,+43 664 3027470,,,yes,bicycle,https://www.oemobil.at/,node/5582369121,,yes,yes,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3070436,48.0537858]}"
Feature,node/5610799188,Wien,134,1050,Margaretengürtel,2024-02-28,werkstatt@dieradwerkstatt.at,Die Radwerkstatt,"Mo-Fr 09:00-12:00,13:00-18:00",,+4315443801,,,yes,bicycle,https://www.dieradwerkstatt.at/,node/5610799188,,,yes,AT,,,,,,,,,,,yes,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3449706,48.1857132]}"
Feature,node/5613714184,,,,,,,Pacal,"Mo-Fr 09:00-12:00,15:00-18:00; Sa 09:00-12:00 || ""sowie nach Vereinbarung""",,,,,yes,bicycle,,node/5613714184,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.2472419,47.8995228]}"
Feature,node/5614923536,,,,,,,Granat Bike,"Mo-Sa 08:00-17:00; Jun-Aug Mo-Sa 08:00-17:00, Su 08:00-13:00",,,,,yes,bicycle,,node/5614923536,,yes,no,,,,,,,,,,,,,,,,,,,yes,,,,,geoimage.at;knowledge,,no,,,,,,,,,,,,,,,www.granat-bike.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.6508878,46.7827085]}"
Feature,node/5632395134,Knittelfeld,61,8720,Sandgasse,,office@radwerkstatt-willibald.at,Radwerkstatt,,,+43 660 1513522,,,,bicycle,https://www.radwerkstatt-willibald.at/,node/5632395134,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.8249716,47.2079223]}"
Feature,node/5668824038,Lienz,23,9900,Tiroler Straße,,,dolomite.bike,Mo-Fr 09:00-18:00; Sa 09:00-12:00,dolomite.bike,,yes,yes,yes,bicycle,https://www.dolomite.bike,node/5668824038,,yes,yes,AT,,,,yes,yes,,,,,,yes,,,,,,,yes,,,,,http://www.dolomite.bike/specialized-elite-shop/,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.7645625,46.8274876]}"
Feature,node/5724113062,Waidhofen an der Thaya,12,3830,Heidenreichsteinerstraße,,,Fahrradhändler - Jutta Kreil,,Jutta Kreil,,,,yes,bicycle,,node/5724113062,,yes,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100071858897302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.2812352,48.8166084]}"
Feature,node/5736695927,Salzburg,21,5020,Michael-Pacher-Straße,,,M&M,,,,,,,bicycle,,node/5736695927,,,,AT,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0638205,47.7885413]}"
Feature,node/5808347243,Salzburg,9,5020,Josef-Schwer-Gasse,,,tuttist wheel services,,Martin Hebr,+436603473725,,yes,yes,bicycle,,node/5808347243,,,,AT,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,,,,www.tuttistwheels.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0235356,47.7974525]}"
Feature,node/5837649700,Sankt Margarethen im Lungau,193,5581,Gewerbegebiet,,,Radsport Sampl,,,,,,,bicycle,https://www.sampl.cc/,node/5837649700,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.693076,47.087445]}"
Feature,node/5852083889,,,,,,,Intersport Lackner,,Intersport Lackner,,,,,bicycle,,node/5852083889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.1955647,47.244498]}"
Feature,node/5852091881,,,,,,,Sport 2000 Kendlbacher,,Sport 2000 Kendlbacher,,,,,bicycle,,node/5852091881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.1982272,47.2384866]}"
Feature,node/5872013120,,,,,,,Greenstorm Lagerverkauf,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,,,,,bicycle,,node/5872013120,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.1969901,47.6488873]}"
Feature,node/5879045889,Steyr,16,4400,Enge Gasse,,,E-MOBILITY,"Mo,Tu,Th,Fr 09:00-12:00,14:00-18:00; Sa 09:00-12:00",,,,,,bicycle,https://www.emobility.co.at/,node/5879045889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.4202839,48.0411343]}"
Feature,node/5898546885,,,,,,info@b7fahrradzentrum.at,B7 Fahrradzentrum,Tu-Fr 09:00-18:00; Sa 09:00-12:00,,+43732681880,,,,bicycle,https://www.b7fahrradzentrum.at,node/5898546885,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2996658,48.3119382]}"
Feature,node/5909948046,Ehrwald,21,6632,Kirchplatz,,alex@radlwerkstatt.tirol,Radlwerkstatt,"Mo,Tu,We,Fr 08:30-12:00,14:00-17:00; Sa 08:30-12:00; Tu off; Su off; PH off",Alexander Michel,+43 677 62759247,yes,yes,yes,bicycle,https://www.radlwerkstatt.tirol,node/5909948046,,yes,yes,,yes,,,yes,yes,yes,yes,,yes,,,,,,alex@radlwerkstatt.tirol,,,yes,,,,,,,yes,,,,yes,,,"Verkauf von Fahrrädern & eBikes, Service & Reparatur auch am Wochenende",,,,,yes,yes,,https://www.radlwerkstatt.tirol/,,,,,,,,,,Husqvarna;Raymon;Ghost;DREHMOMENT;USWE;Source;Shimano;SRAM;Continental;Giro;LEATT,,,,,,,,yes,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.9185487,47.3983383]}"
Feature,node/5983451336,Saalfelden am Steinernen Meer,24,5760,Leogangerstraße,,service@bikement.at,BIKEMENT,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",SG Toolbox GmbH,+43 664 88363359,yes,yes,yes,bicycle,https://www.bikement.at,node/5983451336,,yes,,,yes,yes,yes,yes,yes,yes,yes,https://www.bikement.at/wp-content/uploads/logo_bikement-invert-email.png,yes,yes,yes,yes,,,,,0,,,,,,survey;local knowledge,,yes,,,,yes,,,"Local bike store of the austrian bike online shop BIKEMENT (www.bikement.at). You can find bike parts, components, bike clothing, goggles, repair-station, bike service, bike wash, suspension center and workshop.",,,,yes,yes,yes,yes,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,2022-06-01,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATU67991603,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.8417342,47.429705]}"
Feature,node/5986635439,Villach,25,9500,Italiener Straße,,,rund ums rad,Mo-Th 08:00-16:30; Fr 08:00-14:30,Soziale Betriebe Kärnten,+434242219140342,,,,bicycle,https://www.sbk.or.at/sport,node/5986635439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.8433014,46.6096692]}"
Feature,node/6017201505,Pfaffenschlag bei Waidhofen a.d.Thaya,3,3834,Hofteichsiedlung,,markus@mkbikes.at,MK Fahrradhandel,"Th 14:00-18:00; Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00",Markus Koller,+43 664 4074452,yes,,yes,bicycle,https://www.mkbikes.at,node/6017201505,,,,AT,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.1976404,48.8432936]}"
Feature,node/6020105962,Salzburg,17,5020,Elisabethstraße,,carla@velorep.at,carlavelorep,"Mo,We,Fr 09:00-18:00; Tu 09:00-13:00; Th 11:00-18:00",,+43 662 444080,,,yes,bicycle,https://www.carlavelorep.at/,node/6020105962,,yes,,AT,,,,,,,,,,,yes,,,2025-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0418187,47.8127691]}"
Feature,node/6051460273,Bruck an der Mur,1,8600,Schiffgasse,,,Radsport Berger,"Mo-Th,Tu-Fr 09:00-12:00,15:00-18:00; We closed; Sa 09:00-12:00; PH off",Bernhard Berger,,,,,bicycle,,node/6051460273,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.2693202,47.408934]}"
Feature,node/6111418112,Wels,30,4600,Pfarrgasse,,,Bikedoc,"Mo-Fr 09:00-12:00,14:00-18:00",,,,,,bicycle,http://www.bikedoc.at/,node/6111418112,,,,AT,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.0263959,48.1582022]}"
Feature,node/6139631055,Wien,109,1120,Altmannsdorfer Straße,,,Jugend am Werk,"Tu-Th 08:30-11:30,13:00-15:00,08:30-11:30",Jugend am Werk,+4318028057,,,yes,bicycle,,node/6139631055,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,Q1410368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3179575,48.1618185]}"
Feature,node/6205898811,Graz,38,8020,Keplerstraße,,,Rebikel,Tu-Fr 13:00-18:00,Rebikel,,,yes,yes,bicycle,,node/6205898811,,yes,yes,AT,,,,,yes,,yes,,,,yes,no,bicycle_repair_station,,office@rebikel.at,,,,,,,,,,,,+436765019070,,,,,,,,,,,,,http://www.rebikel.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4275201,47.0756165]}"
Feature,node/6274090739,Salzburg,17,5023,Hannakstraße,,,Bike Kitchen Salzburg,Th 19:00-23:00,Mark Salzburg,,,,no,bicycle,https://marksalzburg.at/projekte/bike-kitchen/,node/6274090739,,no,no,AT,,no,,,,,,,yes,yes,yes,yes,,2023-07-02,,,0,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bicycle DIY workshop,,,,,,,,,,,,,,,,2023-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0649018,47.8246158]}"
Feature,node/6396660193,,,,,,,RadAktiv,Mo-Fr 10:00-19:00;Sa 09:00-17:00,,,,,,bicycle,,node/6396660193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 316 24 11 15,,,,,,,,,,,,,www.radaktiv.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4198249,47.033625]}"
Feature,node/6432859553,Heidenreichstein,26,3860,Schremser Straße,,,KATZENBEISSER E-Bikes.handel.verleih,,Walter Katzenbeisser,,yes,,,bicycle,,node/6432859553,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.1198727,48.8648291]}"
Feature,node/6433976214,Ried im Innkreis,3,4910,Rainerstraße,,,Feja,,Bernhard Feja,+43 7752 821030,,,,bicycle,,node/6433976214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.4869213,48.2080529]}"
Feature,node/6438247364,Wien,58-60,1050,Reinprechtsdorfer Straße,,,VELLO Brand Store,Tu-Fr 10:30-18:30,VELLO GmbH,+43 660 6683556,,,yes,bicycle,https://vello.bike,node/6438247364,,,,,,,,,,yes,,,,,,,,2025-04-01,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3524923,48.1874924]}"
Feature,node/6464635510,,,,,,,Zweirad Ginzinger,,,,,,yes,bicycle,,node/6464635510,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.4807413,48.2016489]}"
Feature,node/6484431517,Wien,14,1080,Piaristengasse,,,Optimus Bike,Mo-Fr 10:00-19:00; Sa 10:00-15:00,,,,,,bicycle,,node/6484431517,,,,,,,,,,,,,yes,yes,,limited,,2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3513119,48.2069623]}"
Feature,node/6544531046,,,,,2025-04-12,,2 Rad Mehsner,,,,,,,bicycle,,node/6544531046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.1011059,46.7223043]}"
